source,doi,figure,panel,subject,signal_type,time_min,value,unit,protocol_phase,exercise_load_W,valid_for_model,interpolated_short_gap,x_uncertainty,x_uncertainty_unit,y_uncertainty,y_uncertainty_unit,evidence_level,source_url,notes,trace_id,included_in_model_window,model_time_min
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,7.5,29.079,mM,55 W warm-up / sensor stabilization,55,NO_STABILIZATION,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,-8.0,97.34,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,-6.0,97.6,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,-4.0,97.6,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,-2.0,97.6,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,False,
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,0.0,97.6,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,0.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,2.0,97.47,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,2.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,4.0,97.08,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,4.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,6.0,96.82,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,6.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,8.0,96.56,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,8.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,10.0,96.17,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,10.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,12.0,95.91,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,12.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,14.0,95.64,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,14.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,16.0,95.25,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,16.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,18.0,96.17,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,18.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,20.0,97.6,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,20.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,22.0,99.04,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,22.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,24.0,100.22,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,24.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,26.0,101.52,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,26.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,28.0,102.96,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,28.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,30.0,104.4,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,30.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,32.0,105.44,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,32.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,34.0,106.49,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,34.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,36.0,107.27,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,36.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,38.0,108.45,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,38.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,40.0,109.36,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,40.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,42.0,110.15,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,42.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,44.0,111.19,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,44.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,46.0,112.24,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,46.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,48.0,113.94,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,48.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,50.0,115.77,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,50.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,52.0,117.33,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,52.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,54.0,119.16,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,54.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,56.0,120.99,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,56.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,58.0,122.82,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,58.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,60.0,124.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,60.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,62.0,125.44,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,62.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,64.0,125.7,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,64.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,66.0,125.7,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,66.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,68.0,125.83,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,68.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,70.0,125.83,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,70.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,72.0,126.09,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,72.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,74.0,126.09,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,74.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,76.0,126.09,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,76.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,78.0,125.7,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,78.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,80.0,125.3,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,80.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,82.0,124.65,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,82.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,84.0,124.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,84.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,86.0,123.87,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,86.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,88.0,123.34,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,88.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,90.0,122.82,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,90.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,92.0,122.43,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,92.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,94.0,121.91,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,94.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,96.0,121.52,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,96.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,98.0,121.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,98.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,100.0,121.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,100.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,102.0,121.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,102.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,104.0,121.39,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,104.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,106.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,106.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,108.0,121.52,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,108.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,110.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,110.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,112.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,112.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,114.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,114.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,116.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,116.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,118.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,118.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,120.0,121.12,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,120.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,122.0,120.86,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,122.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,124.0,120.34,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,124.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,126.0,120.08,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,126.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,128.0,119.82,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,128.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject3,Subject 3,SBG,130.0,119.82,mg/dL,post-meal,,YES,NO,0.589,min,0.784,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject3,True,130.0
Saha 2024,10.1002/advs.202405518,Figure 3b(i),Fig3b_Subject4,Subject 4,SBG,-14.0,105.93,mg/dL,fasting baseline,,BASELINE_ONLY,NO,0.594,min,1.145,mg/dL,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1002/advs.202405518,No smoothing; black SBG line sampled every 2 min from the 300-dpi PDF rendering.,Saha_2024_Fig3b_Subject4,False,
